fecha,activo,direction,monto,resultado,ganancia_perdida,rsi_9,rsi_14,sma_5,sma_20,cruce_sma,breakout,rsi_reversion,racha_actual,es_rebote,ciclo_martingala,payout_total,payout_multiplier,puntaje_estrategia,result_bin,trade_status,epoch,ts,ia_prob_en_juego,ia_prob_source,ia_decision_id,ia_gate_real,ia_modo_ack,ia_ready_ack,close_0,close_1,close_2,close_3,close_4,close_5,close_6,close_7,close_8,close_9,close_10,close_11,close_12,close_13,close_14,close_15,close_16,close_17,close_18,close_19
2026-03-18 13:41:42,1HZ25V,CALL,1.0,PENDIENTE,,73.67,74.01,857117.106,856681.9460000001,1,1,1,0,0,1,1.95,1.95,1.0,,PRE_TRADE,1773859302,2026-03-18T18:41:42.616289+00:00,,,fulll46|1773859302|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:41:42.616289+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:43:45,1HZ25V,CALL,1.0,GANANCIA,0.95,73.67,74.01,857117.106,856681.9460000001,1,1,1,0,0,1,1.95,1.95,1.0,1,CERRADO,1773859302,2026-03-18T18:43:45.688845+00:00,0.7033333333333335,HUD,fulll46|1773859302|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:41:42.616289+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:44:32,1HZ50V,CALL,1.0,PENDIENTE,,54.42,56.56,323811.13,323214.6245,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773859472,2026-03-18T18:44:32.542187+00:00,,,fulll46|1773859472|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:44:32.542187+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:46:36,1HZ50V,CALL,1.0,PÉRDIDA,-1.0,54.42,56.56,323811.13,323214.6245,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773859472,2026-03-18T18:46:36.721677+00:00,0.6633333333333334,HUD,fulll46|1773859472|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:44:32.542187+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:48:18,1HZ50V,CALL,2.0,PENDIENTE,,53.73,61.5,323804.09,323395.78049999994,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773859698,2026-03-18T18:48:18.329169+00:00,,,fulll46|1773859698|C2|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:48:18.329169+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:50:22,1HZ50V,CALL,2.0,GANANCIA,1.91,53.73,61.5,323804.09,323395.78049999994,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773859698,2026-03-18T18:50:22.757892+00:00,0.6636666666666667,HUD,fulll46|1773859698|C2|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:48:18.329169+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:51:28,1HZ75V,CALL,1.0,PENDIENTE,,58.24,59.93,3878.874,3867.999,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773859888,2026-03-18T18:51:28.312076+00:00,,,fulll46|1773859888|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:51:28.312076+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:53:31,1HZ75V,CALL,1.0,PÉRDIDA,-1.0,58.24,59.93,3878.874,3867.999,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773859888,2026-03-18T18:53:31.991097+00:00,0.6633333333333334,HUD,fulll46|1773859888|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:51:28.312076+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:54:54,1HZ100V,CALL,2.0,PENDIENTE,,41.06,53.12,1733.0279999999998,1729.5085000000004,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773860094,2026-03-18T18:54:54.507137+00:00,,,fulll46|1773860094|C2|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:54:54.507137+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:56:57,1HZ100V,CALL,2.0,GANANCIA,1.91,41.06,53.12,1733.0279999999998,1729.5085000000004,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773860094,2026-03-18T18:56:57.948205+00:00,0.6636666666666667,HUD,fulll46|1773860094|C2|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:54:54.507137+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:57:44,1HZ50V,CALL,1.0,PENDIENTE,,81.14,63.74,324379.67999999993,323936.90400000004,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773860264,2026-03-18T18:57:44.733945+00:00,,,fulll46|1773860264|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:57:44.733945+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:59:48,1HZ50V,CALL,1.0,PÉRDIDA,-1.0,81.14,63.74,324379.67999999993,323936.90400000004,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773860264,2026-03-18T18:59:48.371820+00:00,0.6633333333333334,HUD,fulll46|1773860264|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:57:44.733945+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:00:52,1HZ10V,PUT,2.0,PENDIENTE,,46.34,36.75,9682.256,9684.3315,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773860452,2026-03-18T19:00:52.959871+00:00,,,fulll46|1773860452|C2|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:00:52.959871+00:00,,,,,,,,,,,,,,,,,,,,,,,
