fecha,activo,direction,monto,resultado,ganancia_perdida,rsi_9,rsi_14,sma_5,sma_20,cruce_sma,breakout,rsi_reversion,racha_actual,es_rebote,ciclo_martingala,payout_total,payout_multiplier,puntaje_estrategia,result_bin,trade_status,epoch,ts,ia_prob_en_juego,ia_prob_source,ia_decision_id,ia_gate_real,ia_modo_ack,ia_ready_ack,close_0,close_1,close_2,close_3,close_4,close_5,close_6,close_7,close_8,close_9,close_10,close_11,close_12,close_13,close_14,close_15,close_16,close_17,close_18,close_19
2026-03-18 18:36:28,1HZ10V,PUT,1.0,PENDIENTE,,59.76,65.12,9711.966,9714.204500000002,1,1,0,0,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773876988,2026-03-18T23:36:28.650181+00:00,,,fulll50|1773876988|C1|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T23:36:28.650181+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 18:38:32,1HZ10V,PUT,1.0,PÉRDIDA,-1.0,59.76,65.12,9711.966,9714.204500000002,1,1,0,0,0,1,1.95,1.95,0.666667,0,CERRADO,1773876988,2026-03-18T23:38:32.461072+00:00,0.6633333333333334,HUD,fulll50|1773876988|C1|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T23:36:28.650181+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 18:40:09,1HZ75V,CALL,2.0,PENDIENTE,,80.58,81.13,4015.3059999999996,4001.451499999999,1,1,1,-1,0,2,3.91,1.955,1.0,,PRE_TRADE,1773877209,2026-03-18T23:40:09.596730+00:00,,,fulll50|1773877209|C2|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T23:40:09.594151+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 18:42:13,1HZ75V,CALL,2.0,PÉRDIDA,-2.0,80.58,81.13,4015.3059999999996,4001.451499999999,1,1,1,-1,0,2,3.91,1.955,1.0,0,CERRADO,1773877209,2026-03-18T23:42:13.351292+00:00,0.7036666666666668,HUD,fulll50|1773877209|C2|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T23:40:09.594151+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 18:45:12,1HZ100V,CALL,1.0,PENDIENTE,,92.72,61.5,1715.4920000000002,1710.7314999999999,1,1,0,0,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773877512,2026-03-18T23:45:12.687425+00:00,,,fulll50|1773877512|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T23:45:12.687425+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 18:47:15,1HZ100V,CALL,1.0,PÉRDIDA,-1.0,92.72,61.5,1715.4920000000002,1710.7314999999999,1,1,0,0,0,1,1.95,1.95,0.666667,0,CERRADO,1773877512,2026-03-18T23:47:15.965511+00:00,0.6633333333333334,HUD,fulll50|1773877512|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T23:45:12.687425+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 18:49:49,1HZ10V,PUT,2.0,PENDIENTE,,50.93,46.75,9709.685999999998,9710.585499999997,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773877789,2026-03-18T23:49:49.121282+00:00,,,fulll50|1773877789|C2|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T23:49:49.120274+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 18:51:52,1HZ10V,PUT,2.0,PÉRDIDA,-2.0,50.93,46.75,9709.685999999998,9710.585499999997,1,1,0,-1,0,2,3.91,1.955,0.666667,0,CERRADO,1773877789,2026-03-18T23:51:52.709495+00:00,0.6022152777777778,SENAL,fulll50|1773877789|C2|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T23:49:49.120274+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 18:52:37,1HZ100V,CALL,4.0,PENDIENTE,,45.4,48.91,1716.7939999999999,1713.2169999999999,1,1,0,-2,0,3,7.82,1.955,0.666667,,PRE_TRADE,1773877957,2026-03-18T23:52:37.486226+00:00,,,fulll50|1773877957|C3|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T23:52:37.486226+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 18:54:40,1HZ100V,CALL,4.0,PÉRDIDA,-4.0,45.4,48.91,1716.7939999999999,1713.2169999999999,1,1,0,-2,0,3,7.82,1.955,0.666667,0,CERRADO,1773877957,2026-03-18T23:54:40.827861+00:00,0.6636666666666667,HUD,fulll50|1773877957|C3|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T23:52:37.486226+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
