fecha,activo,direction,monto,resultado,ganancia_perdida,rsi_9,rsi_14,sma_5,sma_20,cruce_sma,breakout,rsi_reversion,racha_actual,es_rebote,ciclo_martingala,payout_total,payout_multiplier,puntaje_estrategia,result_bin,trade_status,epoch,ts,ia_prob_en_juego,ia_prob_source,ia_decision_id,ia_gate_real,ia_modo_ack,ia_ready_ack
2026-03-06 10:07:13,1HZ50V,CALL,1.0,PENDIENTE,,55.6,62.77,266140.63800000004,265924.9305,1,1,0,0,0,1,1.95,1.95,0.666667,,PRE_TRADE,1772809633,2026-03-06T15:07:13.063345+00:00,,,fulll52|1772809633|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-06 10:09:16,1HZ50V,CALL,1.0,GANANCIA,0.95,55.6,62.77,266140.63800000004,265924.9305,1,1,0,0,0,1,1.95,1.95,0.666667,1,CERRADO,1772809633,2026-03-06T15:09:16.399204+00:00,0.6633333333333334,HUD,fulll52|1772809633|C1|1HZ50V|CALL|DEMO,0.6,LOW_DATA,True
2026-03-06 10:11:49,1HZ50V,CALL,1.0,PENDIENTE,,61.77,63.64,266112.254,266041.71249999997,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1772809909,2026-03-06T15:11:49.689438+00:00,,,fulll52|1772809909|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-06 10:13:53,1HZ50V,CALL,1.0,PÉRDIDA,-1.0,61.77,63.64,266112.254,266041.71249999997,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1772809909,2026-03-06T15:13:53.387975+00:00,,NO_READY,fulll52|1772809909|C1|1HZ50V|CALL|DEMO,0.6,MODELO,False
2026-03-06 10:14:37,1HZ50V,PUT,2.0,PENDIENTE,,49.84,50.11,265949.39,266057.438,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1772810077,2026-03-06T15:14:37.692822+00:00,,,fulll52|1772810077|C2|1HZ50V|PUT|BUOUMG8VGG7BUHW,,,
2026-03-06 10:16:41,1HZ50V,PUT,2.0,PÉRDIDA,-2.0,49.84,50.11,265949.39,266057.438,1,1,0,-1,0,2,3.91,1.955,0.666667,0,CERRADO,1772810077,2026-03-06T15:16:41.169486+00:00,,NO_READY,fulll52|1772810077|C2|1HZ50V|PUT|DEMO,0.6,MODELO,False
2026-03-06 10:17:57,1HZ50V,CALL,4.0,PENDIENTE,,68.45,67.54,266149.61399999994,266139.342,1,1,0,-2,0,3,7.81,1.9525,0.666667,,PRE_TRADE,1772810277,2026-03-06T15:17:57.033142+00:00,,,fulll52|1772810277|C3|1HZ50V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-06 10:20:00,1HZ50V,CALL,4.0,GANANCIA,3.81,68.45,67.54,266149.61399999994,266139.342,1,1,0,-2,0,3,7.81,1.9525,0.666667,1,CERRADO,1772810277,2026-03-06T15:20:00.973197+00:00,,NO_READY,fulll52|1772810277|C3|1HZ50V|CALL|DEMO,0.6,MODELO,False
2026-03-06 10:22:20,1HZ50V,CALL,1.0,PENDIENTE,,74.19,60.88,266655.44,266261.46350000007,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1772810540,2026-03-06T15:22:20.047156+00:00,,,fulll52|1772810540|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-06 10:24:23,1HZ50V,CALL,1.0,GANANCIA,0.95,74.19,60.88,266655.44,266261.46350000007,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1772810540,2026-03-06T15:24:23.633044+00:00,,NO_READY,fulll52|1772810540|C1|1HZ50V|CALL|DEMO,0.6,MODELO,False
2026-03-06 10:25:38,1HZ50V,CALL,1.0,PENDIENTE,,67.22,64.81,266685.396,266341.9665,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1772810738,2026-03-06T15:25:38.155461+00:00,,,fulll52|1772810738|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW,,,
2026-03-06 10:27:41,1HZ50V,CALL,1.0,PÉRDIDA,-1.0,67.22,64.81,266685.396,266341.9665,1,1,0,2,0,1,1.95,1.95,0.666667,0,CERRADO,1772810738,2026-03-06T15:27:41.690990+00:00,,NO_READY,fulll52|1772810738|C1|1HZ50V|CALL|DEMO,0.6,MODELO,False
2026-03-06 10:30:30,1HZ50V,CALL,2.0,PENDIENTE,,58.21,59.26,266810.576,266522.3,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1772811030,2026-03-06T15:30:30.970690+00:00,,,fulll52|1772811030|C2|1HZ50V|CALL|BUOUMG8VGG7BUHW,,,
