fecha,activo,direction,monto,resultado,ganancia_perdida,rsi_9,rsi_14,sma_5,sma_20,cruce_sma,breakout,rsi_reversion,racha_actual,es_rebote,ciclo_martingala,payout_total,payout_multiplier,puntaje_estrategia,result_bin,trade_status,epoch,ts,ia_prob_en_juego,ia_prob_source,ia_decision_id,ia_gate_real,ia_modo_ack,ia_ready_ack,close_0,close_1,close_2,close_3,close_4,close_5,close_6,close_7,close_8,close_9,close_10,close_11,close_12,close_13,close_14,close_15,close_16,close_17,close_18,close_19
2026-03-18 13:41:42,1HZ25V,CALL,1.0,PENDIENTE,,73.33,73.81,857112.474,856680.7880000001,1,1,1,0,0,1,1.95,1.95,1.0,,PRE_TRADE,1773859302,2026-03-18T18:41:42.448329+00:00,,,fulll48|1773859302|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:41:42.447286+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:43:45,1HZ25V,CALL,1.0,GANANCIA,0.95,73.33,73.81,857112.474,856680.7880000001,1,1,1,0,0,1,1.95,1.95,1.0,1,CERRADO,1773859302,2026-03-18T18:43:45.899876+00:00,0.7033333333333335,HUD,fulll48|1773859302|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:41:42.447286+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:44:32,1HZ50V,CALL,1.0,PENDIENTE,,54.42,56.56,323811.13,323214.6245,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773859472,2026-03-18T18:44:32.433980+00:00,,,fulll48|1773859472|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:44:32.433980+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:46:36,1HZ50V,CALL,1.0,PÉRDIDA,-1.0,54.42,56.56,323811.13,323214.6245,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773859472,2026-03-18T18:46:36.436762+00:00,0.6633333333333334,HUD,fulll48|1773859472|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:44:32.433980+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:48:17,1HZ50V,CALL,2.0,PENDIENTE,,53.73,61.5,323804.09,323395.78049999994,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773859697,2026-03-18T18:48:17.617630+00:00,,,fulll48|1773859697|C2|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:48:17.617630+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:50:21,1HZ50V,CALL,2.0,GANANCIA,1.91,53.73,61.5,323804.09,323395.78049999994,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773859697,2026-03-18T18:50:21.879811+00:00,0.6636666666666667,HUD,fulll48|1773859697|C2|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:48:17.617630+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:52:21,1HZ10V,PUT,1.0,PENDIENTE,,24.87,30.13,9684.058,9686.996000000003,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773859941,2026-03-18T18:52:21.316788+00:00,,,fulll48|1773859941|C1|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T18:52:21.314658+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:54:24,1HZ10V,PUT,1.0,GANANCIA,0.95,24.87,30.13,9684.058,9686.996000000003,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773859941,2026-03-18T18:54:24.895726+00:00,0.6633333333333334,HUD,fulll48|1773859941|C1|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T18:52:21.314658+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:55:29,1HZ25V,CALL,1.0,PENDIENTE,,47.68,48.13,857720.8859999999,857662.3225,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773860129,2026-03-18T18:55:29.965030+00:00,,,fulll48|1773860129|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:55:29.965030+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:57:34,1HZ25V,CALL,1.0,PÉRDIDA,-1.0,47.68,48.13,857720.8859999999,857662.3225,1,1,0,2,0,1,1.95,1.95,0.666667,0,CERRADO,1773860129,2026-03-18T18:57:34.312586+00:00,0.652838888888889,SENAL,fulll48|1773860129|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:55:29.965030+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:58:21,1HZ100V,PUT,2.0,PENDIENTE,,16.78,35.29,1728.56,1731.8659999999995,1,1,0,-1,0,2,3.9,1.95,0.666667,,PRE_TRADE,1773860301,2026-03-18T18:58:21.174397+00:00,,,fulll48|1773860301|C2|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T18:58:21.174397+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:00:25,1HZ100V,PUT,2.0,PÉRDIDA,-2.0,16.78,35.29,1728.56,1731.8659999999995,1,1,0,-1,0,2,3.9,1.95,0.666667,0,CERRADO,1773860301,2026-03-18T19:00:25.008461+00:00,0.630785119047619,SENAL,fulll48|1773860301|C2|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T18:58:21.174397+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:01:13,1HZ10V,PUT,4.0,PENDIENTE,,53.76,36.71,9682.210000000001,9683.999,1,1,0,-2,0,3,7.81,1.9525,0.666667,,PRE_TRADE,1773860473,2026-03-18T19:01:13.520994+00:00,,,fulll48|1773860473|C3|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:01:13.520994+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:03:17,1HZ10V,PUT,4.0,PÉRDIDA,-4.0,53.76,36.71,9682.210000000001,9683.999,1,1,0,-2,0,3,7.81,1.9525,0.666667,0,CERRADO,1773860473,2026-03-18T19:03:17.264316+00:00,0.7091000000000002,SENAL,fulll48|1773860473|C3|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:01:13.520994+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:04:04,1HZ50V,CALL,8.0,PENDIENTE,,47.11,49.53,324322.598,324177.25000000006,1,1,0,-3,0,4,15.63,1.95375,0.666667,,PRE_TRADE,1773860644,2026-03-18T19:04:04.307957+00:00,,,fulll48|1773860644|C4|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:04:04.307957+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:06:08,1HZ50V,CALL,8.0,GANANCIA,7.63,47.11,49.53,324322.598,324177.25000000006,1,1,0,-3,0,4,15.63,1.95375,0.666667,1,CERRADO,1773860644,2026-03-18T19:06:08.339413+00:00,0.6635833333333334,HUD,fulll48|1773860644|C4|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:04:04.307957+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:06:55,1HZ100V,PUT,1.0,PENDIENTE,,35.34,30.23,1719.8,1727.5645,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773860815,2026-03-18T19:06:55.743848+00:00,,,fulll48|1773860815|C1|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:06:55.742739+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:09:00,1HZ100V,PUT,1.0,GANANCIA,0.95,35.34,30.23,1719.8,1727.5645,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773860815,2026-03-18T19:09:00.276445+00:00,0.6633333333333334,HUD,fulll48|1773860815|C1|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:06:55.742739+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:09:47,1HZ50V,PUT,1.0,PENDIENTE,,63.52,55.76,324304.08999999997,324317.093,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773860987,2026-03-18T19:09:47.231467+00:00,,,fulll48|1773860987|C1|1HZ50V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:09:47.230355+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:11:50,1HZ50V,PUT,1.0,GANANCIA,0.95,63.52,55.76,324304.08999999997,324317.093,1,1,0,2,0,1,1.95,1.95,0.666667,1,CERRADO,1773860987,2026-03-18T19:11:50.762501+00:00,0.6633333333333334,HUD,fulll48|1773860987|C1|1HZ50V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:09:47.230355+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:12:37,1HZ25V,CALL,1.0,PENDIENTE,,27.78,35.48,857869.05,857754.3290000001,1,1,0,3,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773861157,2026-03-18T19:12:37.566578+00:00,,,fulll48|1773861157|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:12:37.565071+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:14:40,1HZ25V,CALL,1.0,PÉRDIDA,-1.0,27.78,35.48,857869.05,857754.3290000001,1,1,0,3,0,1,1.95,1.95,0.666667,0,CERRADO,1773861157,2026-03-18T19:14:40.999471+00:00,0.8273736111111114,SENAL,fulll48|1773861157|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:12:37.565071+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:15:28,1HZ50V,PUT,2.0,PENDIENTE,,48.15,62.34,323632.61,324189.99900000007,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773861328,2026-03-18T19:15:28.295962+00:00,,,fulll48|1773861328|C2|1HZ50V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:15:28.293459+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:17:32,1HZ50V,PUT,2.0,GANANCIA,1.91,48.15,62.34,323632.61,324189.99900000007,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773861328,2026-03-18T19:17:32.429955+00:00,0.6636666666666667,HUD,fulll48|1773861328|C2|1HZ50V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:15:28.293459+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:18:19,1HZ100V,CALL,1.0,PENDIENTE,,46.24,43.86,1721.4099999999999,1719.9594999999997,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773861499,2026-03-18T19:18:19.273506+00:00,,,fulll48|1773861499|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:18:19.272507+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:20:23,1HZ100V,CALL,1.0,GANANCIA,0.95,46.24,43.86,1721.4099999999999,1719.9594999999997,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773861499,2026-03-18T19:20:23.258326+00:00,0.6633333333333334,HUD,fulll48|1773861499|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:18:19.272507+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:21:10,1HZ75V,CALL,1.0,PENDIENTE,,58.86,58.22,3883.84,3879.5060000000003,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773861670,2026-03-18T19:21:10.261906+00:00,,,fulll48|1773861670|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:21:10.260880+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:23:13,1HZ75V,CALL,1.0,GANANCIA,0.95,58.86,58.22,3883.84,3879.5060000000003,1,1,0,2,0,1,1.95,1.95,0.666667,1,CERRADO,1773861670,2026-03-18T19:23:13.933263+00:00,0.6518708333333334,SENAL,fulll48|1773861670|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:21:10.260880+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:24:00,1HZ10V,PUT,1.0,PENDIENTE,,31.67,24.51,9677.356,9680.636500000002,1,0,1,3,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773861840,2026-03-18T19:24:00.583336+00:00,,,fulll48|1773861840|C1|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:24:00.583336+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:26:04,1HZ10V,PUT,1.0,GANANCIA,0.95,31.67,24.51,9677.356,9680.636500000002,1,0,1,3,0,1,1.95,1.95,0.666667,1,CERRADO,1773861840,2026-03-18T19:26:04.377432+00:00,0.7407895833333336,SENAL,fulll48|1773861840|C1|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:24:00.583336+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:26:51,1HZ10V,PUT,1.0,PENDIENTE,,37.0,26.52,9676.115999999998,9679.856,1,1,1,4,0,1,1.95,1.95,1.0,,PRE_TRADE,1773862011,2026-03-18T19:26:51.705967+00:00,,,fulll48|1773862011|C1|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:26:51.705967+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:29:19,1HZ100V,CALL,1.0,PENDIENTE,,55.42,54.95,1730.4360000000001,1725.351,1,1,0,4,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773862159,2026-03-18T19:29:19.652300+00:00,,,fulll48|1773862159|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:29:19.652300+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:31:23,1HZ100V,CALL,1.0,PÉRDIDA,-1.0,55.42,54.95,1730.4360000000001,1725.351,1,1,0,4,0,1,1.95,1.95,0.666667,0,CERRADO,1773862159,2026-03-18T19:31:23.648767+00:00,0.846118382352941,SENAL,fulll48|1773862159|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:29:19.652300+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:32:11,1HZ25V,PUT,2.0,PENDIENTE,,46.05,39.15,857767.29,857918.7795,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773862331,2026-03-18T19:32:11.442340+00:00,,,fulll48|1773862331|C2|1HZ25V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:32:11.442340+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:34:15,1HZ25V,PUT,2.0,PÉRDIDA,-2.0,46.05,39.15,857767.29,857918.7795,1,1,0,-1,0,2,3.91,1.955,0.666667,0,CERRADO,1773862331,2026-03-18T19:34:15.419790+00:00,0.7531370370370372,SENAL,fulll48|1773862331|C2|1HZ25V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:32:11.442340+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
