fecha,activo,direction,monto,resultado,ganancia_perdida,rsi_9,rsi_14,sma_5,sma_20,cruce_sma,breakout,rsi_reversion,racha_actual,es_rebote,ciclo_martingala,payout_total,payout_multiplier,puntaje_estrategia,result_bin,trade_status,epoch,ts,ia_prob_en_juego,ia_prob_source,ia_decision_id,ia_gate_real,ia_modo_ack,ia_ready_ack,close_0,close_1,close_2,close_3,close_4,close_5,close_6,close_7,close_8,close_9,close_10,close_11,close_12,close_13,close_14,close_15,close_16,close_17,close_18,close_19
2026-03-18 13:41:42,1HZ25V,CALL,1.0,PENDIENTE,,73.33,73.81,857112.474,856680.7880000001,1,1,1,0,0,1,1.95,1.95,1.0,,PRE_TRADE,1773859302,2026-03-18T18:41:42.402955+00:00,,,fulll49|1773859302|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:41:42.402955+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:43:46,1HZ25V,CALL,1.0,GANANCIA,0.95,73.33,73.81,857112.474,856680.7880000001,1,1,1,0,0,1,1.95,1.95,1.0,1,CERRADO,1773859302,2026-03-18T18:43:46.343265+00:00,0.7033333333333335,HUD,fulll49|1773859302|C1|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:41:42.402955+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:44:32,1HZ50V,CALL,1.0,PENDIENTE,,54.3,56.49,323810.03599999996,323214.35099999997,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773859472,2026-03-18T18:44:32.664639+00:00,,,fulll49|1773859472|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:44:32.664639+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:46:36,1HZ50V,CALL,1.0,PÉRDIDA,-1.0,54.3,56.49,323810.03599999996,323214.35099999997,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773859472,2026-03-18T18:46:36.447550+00:00,0.6633333333333334,HUD,fulll49|1773859472|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:44:32.664639+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:48:17,1HZ50V,CALL,2.0,PENDIENTE,,53.73,61.5,323804.09,323395.78049999994,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773859697,2026-03-18T18:48:17.611896+00:00,,,fulll49|1773859697|C2|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:48:17.611896+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:50:21,1HZ50V,CALL,2.0,GANANCIA,1.91,53.73,61.5,323804.09,323395.78049999994,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773859697,2026-03-18T18:50:21.707509+00:00,0.6636666666666667,HUD,fulll49|1773859697|C2|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:48:17.611896+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:51:27,1HZ75V,CALL,1.0,PENDIENTE,,58.24,59.93,3878.874,3867.999,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773859887,2026-03-18T18:51:27.629178+00:00,,,fulll49|1773859887|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:51:27.626443+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:53:31,1HZ75V,CALL,1.0,PÉRDIDA,-1.0,58.24,59.93,3878.874,3867.999,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773859887,2026-03-18T18:53:31.256953+00:00,0.6633333333333334,HUD,fulll49|1773859887|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:51:27.626443+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:55:29,1HZ25V,CALL,2.0,PENDIENTE,,48.48,48.56,857728.1059999999,857664.1275000001,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773860129,2026-03-18T18:55:29.574016+00:00,,,fulll49|1773860129|C2|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:55:29.571486+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 13:57:32,1HZ25V,CALL,2.0,PÉRDIDA,-2.0,48.48,48.56,857728.1059999999,857664.1275000001,1,1,0,-1,0,2,3.91,1.955,0.666667,0,CERRADO,1773860129,2026-03-18T18:57:32.562816+00:00,0.6636666666666667,HUD,fulll49|1773860129|C2|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T18:55:29.571486+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
